"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","mRNA_pvalue","mRNA_logFC"
7057,"THBS1","hsa-mir-550a-3p","hsa-mir-455-3p",0.056,0.151,0.0045,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",20.14402222,18.906672785,0.610163685276744,-0.0270297057163135
7105,"TSPAN6","hsa-mir-20b-5p","hsa-mir-345-5p",0.054,0.5285,0.0065,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",20.28846763,18.5899195,0.617732599498548,0.0265449867601656
7275,"TUB","hsa-mir-31-5p","hsa-let-7f-2-3p",0.029,0.0185,0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",13.25432327,11.765624225,0.00016345601892713,-0.240007336038583
7436,"VLDLR","hsa-let-7g-3p","hsa-mir-33a-5p",0.1315,0.1385,0,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/31209892'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28112443'>PubMedLink</a>"," tarbase "," tarbase ",14.350224935,13.10138653,0.02654609333048,-0.135134667266551
7462,"LAT2","hsa-mir-365a-5p","hsa-mir-455-3p",0.0215,0.329,0.009,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",15.288268185,14.11075443,0.304699132698961,-0.0602959247028164
7490,"WT1","hsa-mir-215-5p","hsa-mir-877-3p",0.158,0.6105,5e-04,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29199273'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/14961577'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15526363'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20180815'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26071132'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31341157'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",14.36196407,9.997639267,1.47606355459728e-12,0.9172963880172
7764,"ZNF217","hsa-mir-150-3p","hsa-mir-663a",0.1115,0.768,0.0015,TRUE,"NA","NA","NA
<a href='https://pubmed.ncbi.nlm.nih.gov/10914715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15476264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25621839'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25729968'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25824781'>PubMedLink</a>"," tarbase "," tarbase ",18.60219268,17.57692906,0.840446520665206,-0.0110136421148495
7832,"BTG2","hsa-mir-1266-5p","hsa-mir-125a-3p",0.0735,0.09,0.0055,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",20.71495105,19.55370741,0.581225653195703,-0.0285373724029596
7991,"TUSC3","hsa-mir-136-5p","hsa-mir-424-5p",0.4975,0.028,0.001,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29156678'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30115537'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30485502'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31039290'>PubMedLink</a>"," tarbase "," tarbase ",15.173138035,14.099104825,0.0530976751690129,-0.115280818051114
8614,"STC2","hsa-mir-129-5p","hsa-mir-769-3p",0.56,0.59,0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29226325'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/19415750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25234931'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30425508'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30863092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31173256'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31236000'>PubMedLink</a>"," tarbase ","mirtarbase  ",16.91475712,15.37719916,1.03359430433867e-08,0.360325161895684
9021,"SOCS3","hsa-mir-203a-3p","hsa-mir-19a-3p",0.04,0.092,0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28177881'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/17297444'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19926618'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21994466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24098334'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24253664'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24464786'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26482433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26749281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27171439'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28603075'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29662621'>PubMedLink</a>","mirtarbase  ","mirtarbase tarbase ",19.48750032,17.81633496,0.558813942055397,0.0317451271706784
9369,"NRXN3","hsa-mir-651-5p","hsa-mir-455-3p",0.1125,0.045,0.0045,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",14.068862945,11.917987275,0.0515542187434848,-0.125673079845396
9510,"ADAMTS1","hsa-mir-181d-5p","hsa-mir-642a-5p",0.551,0.4805,0.0015,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/27859935'>PubMedLink</a>"," tarbase "," tarbase ",17.46699679,15.675819525,0.0105426689745053,-0.144977150716347
9510,"ADAMTS1","hsa-mir-424-5p","hsa-mir-940",0.018,0.034,0.002,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/31114229'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/27859935'>PubMedLink</a>"," tarbase "," tarbase ",16.76117627,15.35828415,0.0105426689745053,-0.144977150716347
10000,"AKT3","hsa-mir-224-3p","hsa-mir-424-5p",0.044,0.027,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28028179'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30186040'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30555259'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",15.683192925,13.82672531,0.101484228516512,-0.0979410851267944
10628,"TXNIP","hsa-mir-16-1-3p","hsa-mir-301b-3p",0.0165,0.0295,0.007,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11748459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12553030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17671698'>PubMedLink</a>","mirtarbase  ","mirtarbase tarbase ",22.07850614,20.84849781,0.0343678899277109,-0.104725937912788
11080,"DNAJB4","hsa-mir-545-5p","hsa-mir-105-5p",0.5965,0.323,0.003,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",15.70334939,14.27744278,0.0952297563495106,-0.0958209341738208
11096,"ADAMTS5","hsa-mir-224-5p","hsa-mir-424-5p",0.0305,0.532,0.0025,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/25786261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27906093'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29143120'>PubMedLink</a>"," tarbase "," tarbase ",14.3890278,13.26560055,0.511700758305865,-0.0411441139772251
23466,"CBX6","hsa-mir-135b-5p","hsa-mir-18a-3p",0.018,0.036,0.0065,FALSE,"NA","NA","NA"," tarbase "," tarbase ",17.22261477,15.421314085,0.0617928824699472,-0.10579119494672
23466,"CBX6","hsa-mir-135b-5p","hsa-mir-589-3p",0.0205,0.305,0,FALSE,"NA","NA","NA"," tarbase "," tarbase ",17.35348076,15.817518195,0.0617928824699472,-0.10579119494672
23466,"CBX6","hsa-mir-31-5p","hsa-mir-1288-3p",0.741,0.101,0.009,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>","NA","NA"," tarbase ","mirtarbase  ",17.0612446,15.72320741,0.0617928824699472,-0.10579119494672
23467,"NPTXR","hsa-mir-552-3p","hsa-mir-125a-3p",0.4815,0.051,0.0085,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",14.90344877,13.19694824,0.0229825787571529,-0.139512748445255
23612,"PHLDA3","hsa-mir-424-5p","hsa-mir-625-5p",0.164,0.1325,0.001,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",18.34950609,16.43262202,0.664254389126065,0.0243552581002459
23768,"FLRT2","hsa-mir-31-5p","hsa-mir-877-3p",0.0325,0.0225,0.0075,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",12.88135657,9.350166786,0.00611674315176581,-0.18327393970485
25953,"PNKD","hsa-mir-20b-5p","hsa-let-7c-5p",0.011,0.021,0.0055,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28960316'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29917119'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30510241'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31089142'>PubMedLink</a>"," tarbase "," tarbase ",19.30662751,18.20053324,0.966605468713131,-0.00224928331312288
26240,"FAM50B","hsa-mir-301b-3p","hsa-mir-301a-3p",0.0335,0.0155,0.0075,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>","NA"," tarbase "," tarbase ",15.68500039,13.524085895,0.0290380546771038,-0.128026738316517
51804,"SIX4","hsa-mir-144-5p","hsa-mir-144-3p",0.214,0.104,0.005,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28584719'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31301290'>PubMedLink</a>"," tarbase ","mirtarbase  ",12.862887795,11.0730303,0.000110123594612609,0.278714371687579
51804,"SIX4","hsa-mir-149-5p","hsa-mir-144-3p",0.224,0.1295,0.007,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28584719'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31301290'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",12.716597045,11.115478925,0.000110123594612609,0.278714371687579
55084,"SOBP","hsa-mir-30c-1-3p","hsa-mir-181d-5p",0.0425,0.0165,0.0055,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.34415807,12.66747004,0.120835804585606,-0.0964110529693456
56895,"AGPAT4","hsa-mir-605-5p","hsa-mir-455-3p",0.0405,0.4115,0.0035,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.098691665,12.90757708,0.589145455478381,-0.0334945797669507
56937,"PMEPA1","hsa-mir-760","hsa-mir-629-3p",0.1965,0.126,0.002,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28618945'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29661228'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/12670906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27998790'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30887697'>PubMedLink</a>","mirtarbase  "," tarbase ",19.97132247,18.06624399,0.0278746010057591,0.119794759036049
57473,"ZNF512B","hsa-mir-1226-3p","hsa-mir-629-3p",0.0115,0.0105,0.0015,TRUE,"NA","NA","NA"," tarbase "," tarbase ",15.42265756,14.062343385,0.18122200756137,-0.0810805892641344
79026,"AHNAK","hsa-let-7g-3p","hsa-mir-424-5p",0.0315,0.0105,0.0045,FALSE,"NA","NA","NA"," tarbase "," tarbase ",19.9314033,18.47416834,0.0335234189760894,-0.111122006905933
79026,"AHNAK","hsa-mir-1226-3p","hsa-mir-1227-3p",0.0875,0.0705,0.0085,FALSE,"NA","NA","NA"," tarbase "," tarbase ",19.95217179,18.93895535,0.0335234189760894,-0.111122006905933
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-1226-3p",0.1095,0.0705,0.003,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",19.79269558,18.68072939,0.0335234189760894,-0.111122006905933
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-1227-3p",0.0845,0.0715,0.0035,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",19.95217179,18.749472965,0.0335234189760894,-0.111122006905933
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-33b-5p",0.114,0.0305,0.0035,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",19.773555295,18.77217555,0.0335234189760894,-0.111122006905933
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-877-5p",0.133,0.1965,0.0015,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",19.89591024,18.72677038,0.0335234189760894,-0.111122006905933
80034,"CSRNP3","hsa-mir-301a-3p","hsa-mir-301b-3p",0.1,0.114,0.0045,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",11.71233163,10.081236335,0.000507233022940154,-0.23876151034157
80129,"CCDC170","hsa-mir-744-3p","hsa-mir-1-3p",0.257,0.08,0.007,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase tarbase ",15.46978303,13.640216375,0.219303619058231,0.0764335414454313
80315,"CPEB4","hsa-mir-1276","hsa-mir-301b-3p",0.789,0.1215,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/26361147'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27771769'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551384'>PubMedLink</a>"," tarbase "," tarbase ",15.96959066,14.237257105,0.192081563654313,-0.0759147356122191
80723,"SLC35G2","hsa-mir-376b-3p","hsa-mir-455-3p",0.0335,0.3835,0.0085,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",13.55680782,12.290280055,0.599811312384988,-0.0336442301512645
81611,"ANP32E","hsa-mir-1-3p","hsa-mir-362-5p",0.0855,0.014,0.004,FALSE,"NA","NA","NA","mirtarbase tarbase "," tarbase ",19.179440165,17.901990355,0.438043949137447,0.0425506813154848
84612,"PARD6B","hsa-mir-125b-5p","hsa-mir-580-3p",0.105,0.5485,0.002,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",16.570432875,15.06436928,0.240423379318406,0.0684477446431991
85463,"ZC3H12C","hsa-mir-181d-5p","hsa-mir-33a-3p",0.0575,0.058,0.006,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.679747025,13.21834569,0.0067443759583945,-0.160581520317453
91010,"FMNL3","hsa-mir-196b-5p","hsa-let-7g-3p",0.0365,0.043,0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28591704'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/25758200'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30228782'>PubMedLink</a>","mirtarbase  "," tarbase ",16.139448445,15.125477825,0.597429445235156,0.0313769090914577
94015,"TTYH2","hsa-mir-424-5p","hsa-mir-215-5p",0.093,0.1495,0.0055,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29199273'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/17569141'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569141'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30670146'>PubMedLink</a>"," tarbase ","mirtarbase  ",14.440956045,12.34110375,0.0891844104306687,-0.104123225713142
114991,"ZNF618","hsa-mir-210-3p","hsa-mir-19a-3p",0.784,0.1035,0.0015,TRUE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28177881'>PubMedLink</a>","NA","mirtarbase  ","mirtarbase  ",15.627759265,14.422553405,0.594366775523955,0.0326698110845885
151449,"GDF7","hsa-mir-501-5p","hsa-mir-362-5p",0.0745,0.061,0.001,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",10.92161217,8.9971400255,0.00149903217778955,-0.223235699231774
158471,"PRUNE2","hsa-mir-196b-5p","hsa-mir-301a-3p",0.0775,0.081,0.006,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28591704'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>","NA","mirtarbase  ","mirtarbase tarbase ",16.50911947,15.33990797,0.0414041605213161,-0.116987253930168
158471,"PRUNE2","hsa-mir-19a-3p","hsa-mir-301a-3p",0.0115,0.0565,5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28177881'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>","NA","mirtarbase  ","mirtarbase tarbase ",16.60408682,14.9967868,0.0414041605213161,-0.116987253930168
158471,"PRUNE2","hsa-mir-877-3p","hsa-mir-196b-5p",0.025,0.0635,0.0095,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28591704'>PubMedLink</a>","NA"," tarbase ","mirtarbase  ",16.91058519,15.31787878,0.0414041605213161,-0.116987253930168
339983,"NAT8L","hsa-mir-424-5p","hsa-let-7g-3p",0.0135,0.09,0.005,FALSE,"NA","NA","NA"," tarbase "," tarbase ",11.11133881,9.064619351,0.00250250427202367,-0.206070555647521
388228,"SBK1","hsa-mir-23b-5p","hsa-mir-663a",0.831,0.115,5e-04,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",16.19378258,12.338570635,0.0588444732183518,0.119470913669653
445815,"PALM2AKAP2","hsa-mir-16-1-3p","hsa-mir-642a-5p",0.0175,0.437,0.008,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",10.47918591,9.4585387275,0.57119290632498,0.0863932430106254
445815,"PALM2AKAP2","hsa-mir-424-5p","hsa-let-7g-3p",0.0155,0.071,0.004,FALSE,"NA","NA","NA"," tarbase "," tarbase ",10.88998247,8.537858585,0.57119290632498,0.0863932430106254
494470,"RNF165","hsa-mir-1288-3p","hsa-mir-501-5p",0.262,0.0345,5e-04,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",9.2260786,7.92516653,0.00158027846051042,-0.352217388869973
100113407,"TMEM170B","hsa-mir-7-5p","hsa-mir-33a-5p",0.2,0.0485,0.008,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30867755'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31295229'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/31209892'>PubMedLink</a>","NA"," tarbase ","mirtarbase  ",14.11994809,13.01909611,0.441111018429539,-0.0484959887562441
